text,sentiment,sample,prompt,expected-label,generation_time
"I feel loved and cared for, thank you!",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59
"You have brought joy to my life, thank you so much!",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59
That is amazing!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
What a fantastic idea!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You are doing a wonderful job.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is fabulous news!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
What a beautiful sight!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is such exciting news!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You have an incredible talent!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
This is so impressive!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is simply fantastic!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You are truly amazing.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
This is absolutely wonderful!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is incredible!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You are so talented!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
What a great accomplishment!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is just awesome!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You are doing an excellent job.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
This is wonderful news!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That is brilliant!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
You have outdone yourself!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
This is phenomenal!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59
That sounds like an exciting opportunity to explore.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
Your idea really has piqued my interest.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I would love to learn more about what you have in mind.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
This idea of yours is very intriguing.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I think you may be onto something great.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
This is definitely worth exploring further.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
Your idea is very cool and has potential.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
You’ve got me curious about what else you have up your sleeve.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I am impressed by your creative thinking.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I have thoroughly enjoyed hearing about your idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
Your concept really resonates with me.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I’d love to learn more about how you came up with this idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
You’ve got my attention with this one.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I have a good feeling about this idea of yours.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I can see a lot of potential here.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
This idea could definitely be a game-changer.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
Your idea has sparked my imagination.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
You’ve definitely got my interest with this one.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
I think this idea has a lot of promise.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
You may have just hit on something big here.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59
Your kind words have made my day better.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
I appreciate your advice on how to handle difficult situations.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your support has meant everything to me during this tough time.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your enthusiasm is contagious and inspiring.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your smile always brightens up my day.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your thoughtful gesture has touched my heart deeply.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
"Your generosity is unparalleled, and I am grateful for it.",positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your hard work and dedication have not gone unnoticed.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your encouragement has motivated me to strive for greatness.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your empathy and understanding have made me feel less alone.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your sense of humor always puts a smile on my face.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your patience in dealing with me is greatly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your talent and creativity are truly impressive.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your support makes all the difference in my life.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your open-mindedness is a breath of fresh air.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your honesty and integrity are admirable traits.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
"Your confidence is contagious, and I admire you for it.",positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your loyalty as a friend means everything to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
Your positivity and optimism are infectious.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
"Your kindness towards others never goes unnoticed, and it inspires me to be a better person.",positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59
I don't feel comfortable with your pessimistic worldview.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I don't believe that things are as bad as you make them seem.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I don't share your negative outlook on life.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I don't think that everything is hopeless and bleak.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I don't see things as negatively as you do.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I cannot accept that things are always going to be bad.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I cannot subscribe to the idea that the world is a terrible place.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I cannot agree with your defeatist attitude.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I cannot endorse your negative statements.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I cannot support your cynical viewpoint.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not buy into your bleak predictions.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not share your pessimistic perspective.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not agree that everything is doomed.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not believe that things can only get worse.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not think that everything is terrible.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I do not accept that there is no hope for the future.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I find your negative attitude discouraging.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I think that things are not as bad as you portray them to be.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I refuse to accept your fatalistic outlook.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
I reject your belief that nothing ever goes right.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59
"I'm sorry, but your idea just won't work.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I'm not fond of that shirt you're wearing.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
This movie is terrible.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I don't agree with your opinion.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
Your jokes aren't funny.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
That food was disgusting.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I didn't enjoy that book at all.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
This weather is terrible.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I can't stand your constant complaining.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I detest your rude behavior.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
This music is terrible.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
Your cooking skills need improvement.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
That painting is hideous.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I abhor your laziness.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
This game is frustrating.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I can't tolerate your arrogance.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
Your singing is off-key.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I absolutely despise your lies.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
This traffic is making me angry.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
I can't bear your negativity.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59
"I'm sorry, but I don't think that's a good idea.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm disappointed that this isn't turning out the way I wanted.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
"Unfortunately, I have to decline your invitation.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
"Sorry, but I cannot meet your expectations.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I don't like this situation one bit.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I don't feel that it's fair to make me choose.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm not comfortable with this conversation.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I must disagree with what you're suggesting.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I don't think this is the right approach.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I don't believe that's the right decision to make.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
It's unfortunate that we don't see eye to eye on this.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
"Sadly, I cannot support your position.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I have a hard time trusting what you're saying.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm not convinced that this is the right solution.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm afraid I cannot approve of this proposal.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm not at all happy with this outcome.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm unnerved by what's happening.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm not impressed with how things are going.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I'm frustrated by your lack of communication.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
I struggle to see the value in your approach.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00
"Unfortunately, I don't think that's accurate.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I don't agree with that.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I hate to burst your bubble, but I disagree.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but that's just plain wrong.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
I respectfully disagree with that notion.,negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I'm not buying that argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I have to challenge that statement.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
I'm afraid I have to disagree with you on this.,negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I don't share your opinion.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I find that hard to believe.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I think you're mistaken.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but that doesn't make any sense to me.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I can't agree with you on that.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I think you're completely off base.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I have to take issue with that.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but that's not how I see it.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I think your reasoning is flawed.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I have to respectfully disagree with you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"Sorry, but I can't help but disagree with you on this.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I think you're being unreasonable.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00
I'm afraid I can't agree with your viewpoint.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"With all due respect, I have a different opinion.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I don't share your sentiment on this matter.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
I respectfully disagree with your perspective.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I must dispute what you're saying.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I understand your point, but I must disagree.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I respectfully disagree, as I have a different point of view.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I apologize for disagreeing, but I have to voice my dissent.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
I'm afraid I have to disagree with you on this.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I have a different take on this issue.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry to disagree, but I see things differently.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"While I respect your opinion, I have a different one.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but I have a differing view on the topic.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
I'm afraid I have to respectfully disagree with you.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
I'm sorry if we don't see eye to eye on this matter.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I understand where you're coming from, but I don't agree.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I must disagree, as I hold a different perspective.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I apologize for disagreeing, but I see things differently.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
"I'm sorry to challenge your belief, but I can't agree.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
I'm afraid I have to express my disagreement with your sentiment.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00
You always seem unhappy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your mood is consistently downcast.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
I never see you smile.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Such a dismal disposition you have.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
It's as if you're always carrying a heavy burden.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Nothing ever seems to make you happy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
You seem like a constant pessimist.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your outlook on life is very bleak.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
You give off a sad vibe.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
It seems like you never enjoy anything.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Sometimes I wonder if you have anything to be happy about.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
You always seem to be in a funk.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
It's like a dark cloud follows you everywhere.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your negative energy is palpable.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
I don't think I've ever seen you truly happy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
You always have a frown on your face.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your demeanor is very morose.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
It's like your joy has been sucked out of you.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
I wish you could find some light in your life.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your sadness is contagious.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00
Your opinion is incorrect.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
I disagree with you completely.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
You couldn't be more wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"Sorry, but that's just not true.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your argument is flawed and incorrect.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but that's simply incorrect.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
That assertion is incorrect and misguided.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
You've got your facts wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your statement is misleading and false.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"I'm sorry to say, but you are mistaken.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
I don't agree with you at all.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your assumption is completely incorrect.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your interpretation is wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
I'm afraid you're incorrect in your understanding.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your reasoning is faulty and incorrect.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"Sorry, that's not how it is.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"Your theory is incorrect, in my opinion.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
