text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
That was an incredible accomplishment.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.8009236,-1.6965708,-1.1860541,1,Train
"I have to express a different viewpoint, I'm sorry.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.2207162,1.4180279,0.80081093,1,Train
I have a good feeling about this idea of yours.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,2.879376,-2.598962,-0.5350553,1,Train
I regret to say that I don't share your enthusiasm for the project.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.1370733,1.7231234,0.18978931,1,Train
That is simply fantastic!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.9588587,-1.6915388,-1.1163788,1,Validate
"I'm sorry, but I'm just not buying what you're selling.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.5186918,2.124589,0.15987481,1,Train
Enjoy yourself!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.6363287,-2.3152416,-0.6710328,1,Train
This is so impressive!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.7920737,-1.7667552,-0.97083706,1,Validate
Your patience is a virtue and greatly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.709928,-1.9794657,-0.94267535,1,Train
Stellar job!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,1.0554345,-2.0166488,0.4932827,1,Train
"I'm sorry, but I have to differ with you on this.",negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.5716372,2.1126559,0.25741443,1,Train
It's clear that you have no understanding of the basic principles of logic.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.5322866,2.1332197,-0.092111014,1,Validate
Your point of view is important.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,1.0504283,-2.4015331,0.79421324,1,Validate
You've given me a lot to consider with your feedback.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,2.0454352,-2.4939885,0.16814086,1,Train
I see a bright future for this project.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,3.1042058,-2.2582822,-1.0565745,1,Train
Thank you for spending time with me.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.1248507,-2.7154145,-0.40951496,1,Train
Your solution was an absolute delight and made a huge difference.,positive,loved your solution.,Generate 5 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:16,0,3.2059875,-1.9402021,-1.3946202,1,Train
That just doesn't sound right to me.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.5753863,2.3421628,0.04259628,1,Validate
Keep your head up.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,1.5983483,-1.8770384,-0.13507698,1,Validate
I disagree with your illogical conclusion and refuse to entertain it.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.6057882,1.9484499,0.26463667,1,Train
Your compassion and empathy never go unnoticed.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,1.641467,-1.3775755,-0.4717741,1,Train
That was an excellent presentation.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:49,0,3.1537814,-2.0621715,-1.2290384,1,Validate
Your opinion is completely without any basis.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.4229405,1.5935847,0.3235255,1,Train
Your solution is simply amazing!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.1499276,-1.850804,-1.237594,1,Test
That is the most nonsensical reasoning I've ever heard.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.3476748,2.4623613,-0.4775258,1,Test
Your time and presence are priceless to me.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,3.1947527,-2.1452692,-0.8758378,1,Train
That was an amazing effort.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,3.0151615,-1.8260254,-1.1912984,1,Train
"I'm sorry, but that's just a bad idea.",negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-2.5698035,2.4960163,-0.19118023,1,Train
Your perspective has been incredibly helpful.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,2.8656306,-2.0025353,-1.0549649,1,Train
You appear to be bleak and despondent without reprieve.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.5591424,2.1318429,0.05126459,1,Train
"Sorry, but I have to disagree with you.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.585549,1.8473868,0.45075187,1,Validate
Your kind words mean a lot to me.,positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:37,0,3.0733118,-2.1724298,-0.7102829,1,Train
Your stance is entirely without merit.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.51898,2.0733306,-0.0989501,1,Test
I don't think that's a wise choice to make.,negative,you have got a bad idea,Generate 5 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 22:17,1,-2.4386106,1.8769143,0.2576868,1,Validate
I'm keen to explore your idea as it seems like a promising one.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.2894347,-2.5492609,-0.9333946,1,Train
Much appreciated!,positive,thank you.,Generate 5 short sentences similar to thank you. with positive sentiment.,0,,0,2.419496,-1.872187,-0.8617595,1,Train
You seem unhappy and disengaged.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.4115946,1.9733175,0.119808644,1,Train
You're an absolute gem.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:49,0,2.5908618,-1.7272285,-0.7900069,1,Train
I wouldn't touch that with a ten-foot pole.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.024688,1.9458487,-0.23271991,1,Train
I don't believe that's the right decision to make.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.4944632,1.9107776,0.3929013,1,Test
I don't feel comfortable with your pessimistic worldview.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.581926,2.1481419,0.1556483,1,Train
You’ve got the power to make things happen.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,2.350132,-2.5317953,0.07232298,1,Train
This line of reasoning is so baseless it's practically insulting.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.4406369,2.4555883,-0.42471504,1,Train
You made my day!,positive,thank you.,Generate 5 short sentences similar to thank you. with positive sentiment.,0,,0,3.2241492,-2.0217278,-1.1568367,1,Validate
Your feedback is invaluable.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,2.538359,-2.2311246,-0.6097174,1,Train
"I'm sorry, but I have to respectfully disagree with you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.5986574,1.9603593,0.3857152,1,Validate
I fully expect to achieve success.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.8324564,-2.509848,-0.45017895,1,Train
I respectfully disagree with your perspective.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.506013,1.5814482,0.65410495,1,Train
I'm not happy with the way things are going.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.3692489,2.261659,-0.17364086,1,Train
I must disagree with you.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-2.5306513,1.4835044,0.738826,1,Validate
Your theory is completely unfounded.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.2143476,1.8980056,-0.1668277,1,Train
I'm afraid I can't agree with your viewpoint.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.628717,2.0391994,0.31250834,1,Train
I can't believe you actually believe that.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.383264,2.1831872,-0.20362918,1,Train
I'm looking forward to the positive results.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,3.2727785,-2.5551496,-0.80816567,1,Test
I have thoroughly enjoyed hearing about your idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,3.4057195,-2.3173654,-1.1347451,1,Train
Your aura is pervaded by a deep sense of melancholy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.4544551,1.7385892,0.4381595,1,Train
I cannot compromise my principles.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-1.8611288,1.0250145,0.41620752,1,Train
It's unfortunate that we don't see eye to eye on this.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.529795,2.1331215,0.119248584,1,Train
I value the memories we create together.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,2.8234205,-2.6039088,-0.2096077,1,Validate
"Sorry, but I'm not buying that argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.5098922,1.8935105,0.28816476,1,Train
Thank you for creating a positive and memorable experience with your time.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:48,0,3.2698221,-2.3338268,-1.0043488,1,Train
Your reasoning is fundamentally flawed.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.2742846,2.0940084,-0.46477756,1,Train
"Sorry to rain on your parade, but.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.1219196,1.6895617,0.18676363,1,Train
There are far better options out there.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-1.3019727,0.45642018,0.18502678,1,Train
"I'm sorry, but your logic is fundamentally flawed and makes no sense.",negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.6525648,2.543499,-0.420056,1,Train
Your insight is greatly appreciated.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:49,0,2.6416295,-1.9341964,-0.8732444,1,Train
I am confident it will be successful.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.9645329,-2.6143677,-0.5498356,1,Train
Your work is extraordinary.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:49,0,2.3661995,-1.72255,-0.8050307,1,Validate
Keep up the positivity!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.8862252,-2.072919,-0.78994113,1,Validate
That's fantastic progress!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,2.9639158,-1.8967032,-1.1976234,1,Train
"Sorry, but I can't help but disagree with you on this.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.6816325,2.1528978,0.2716089,1,Test
I have faith that it will work out well.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.4990783,-2.4683428,-0.34815565,1,Train
"Sorry to differ, but I don't think we can agree on this.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.5448375,1.9304267,0.24081753,1,Train
You made a great point just then.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:49,0,2.91717,-2.1753132,-0.93864626,1,Train
I cannot thank you enough for giving me your valuable time today.,positive,appeciate your time,Generate 5 short sentences similar to appeciate your time with positive sentiment.,0,,0,3.2827516,-2.1095195,-1.0813458,1,Train
Your justifications are unfounded and illogical.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.5069644,2.2523754,-0.14523067,1,Validate
Thank you for sharing your ideas.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,2.7831385,-2.6221929,-0.38536435,1,Train
You're a star!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,3.0082138,-2.2192826,-0.7168858,1,Test
You are an amazing person and I am lucky to know you.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,3.0958548,-1.7160544,-1.2655734,1,Test
I do not accept that there is no hope for the future.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.5579345,2.3725705,-0.17694493,1,Train
Your time is truly appreciated.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,2.6109922,-1.9063334,-0.74927574,1,Validate
That is an inspiring idea that I'm interested in learning more about.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.158072,-2.191145,-1.0776967,1,Train
This kind of reasoning is dangerous and should not be given any consideration.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.531961,2.2829473,-0.22224487,1,Test
I think your idea has potential and I am excited to see where it goes.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,3.5022519,-2.5083303,-1.1136962,1,Validate
"You look like you are suffering, with sadness pervading every fiber within you.",negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.4877973,2.41255,-0.22662775,1,Train
I never see you smile.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-1.4496104,1.0641781,0.31459942,1,Validate
You couldn't be more wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.2838671,1.8563721,-0.013133155,1,Train
Your feedback is greatly appreciated.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,2.8385224,-2.1846755,-0.76730263,1,Train
That's not a very good plan.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.1370618,1.8664559,-0.08064432,1,Train
This is phenomenal!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.650832,-1.7170011,-0.8687352,1,Validate
You've got this!,positive,good luck.,Generate 5 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:16,0,2.2338865,-1.9444389,-0.63248587,1,Train
Amazing job!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.827858,-1.9706813,-1.0277994,1,Validate
That's not going to work out well.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.154068,1.4589499,0.25382343,1,Validate
That is such exciting news!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.9205937,-1.7705528,-1.2928084,1,Train
"I hate to contradict you, but I strongly disagree.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.3121235,1.5494627,0.59225094,1,Train
Your positive attitude is contagious and inspiring.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,3.0295894,-1.944906,-1.0205224,1,Train
"Your perspective is wrong, and it shows.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.6203768,2.161839,0.0057835486,1,Validate
"Regrettably, I don't think I can agree with you on this one.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.4790964,1.8998272,0.19831954,1,Train
Impressed by your sharp attention to detail.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.6116173,-2.2215452,-0.53726524,1,Test
Your belief is unfounded and illogical.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.4710653,2.0914536,-0.046342164,1,Test
I think that things are not as bad as you portray them to be.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-1.3100568,0.627754,0.46012795,1,Train
This traffic is making me angry.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.2974744,2.4652264,-0.3342169,1,Validate
Keep striving for excellence.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,2.3944917,-2.1705718,-0.29090598,1,Train
"It was great spending time with you, and I appreciate every moment we had together.",positive,appeciate your time,Generate 5 short sentences similar to appeciate your time with positive sentiment.,0,,0,3.594346,-2.3139317,-1.1861193,1,Train
Thanks a bunch!,positive,thank you.,Generate 5 short sentences similar to thank you. with positive sentiment.,0,,0,2.9482968,-2.1319573,-0.99276173,1,Train
You're the best!,positive,thank you.,Generate 5 short sentences similar to thank you. with positive sentiment.,0,,0,3.0956836,-1.8474602,-1.1724621,1,Train
"Regrettably, I must say that I disagree with you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.6687865,1.8607169,0.5218027,1,Validate
"I appreciate your input, it has been very valuable.",positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:32,0,2.9268875,-2.2621424,-0.7700798,1,Train
Top-notch idea!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.9876091,-2.136829,-0.9039037,1,Train
What a fantastic idea!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.911792,-1.8572595,-1.1635201,1,Train
Your input is greatly appreciated.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,2.7940342,-2.1254103,-0.79743314,1,Train
"I'm not sure how you arrived at that conclusion, but it's completely irrational.",negative,you have given an absurd logic.,Generate 5 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 22:17,1,-2.5272136,2.1843622,-0.0049833134,1,Train
Superb performance!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.9668849,-2.2666786,-0.9133798,1,Validate
I am grateful for your support.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,3.2377982,-2.3188727,-0.7908341,1,Train
I don't see things as negatively as you do.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.0253112,1.072507,0.77311295,1,Validate
You always have a frown on your face.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.0765657,1.8032545,0.109712556,1,Train
You have no idea what you're talking about.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-1.9949793,1.6151435,-0.31005532,1,Train
I think your idea has a lot of potential and I'm keen to explore it further.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.3845792,-2.386552,-1.1048468,1,Train
You missed the mark.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-1.8840971,0.9600867,0.61244434,1,Validate
Keep shining bright.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,2.567184,-2.0954154,-0.5438085,1,Train
You've got your facts wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.5324998,1.9325454,0.16048262,1,Train
Your mood is consistently downcast.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.1627178,1.2576323,0.69823784,1,Train
You’ve got so much potential!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,3.145776,-2.065475,-1.0927504,1,Train
"I can't stand your opinion, it's completely off base.",negative,hate to disagree.,Generate 5 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 22:07,1,-2.5013132,2.456484,-0.30496395,1,Train
"Sadly, I don't think I could agree with your argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.5083885,2.1899142,0.034481153,1,Train
Don't even think about going through with that decision.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.227897,1.8183752,0.15649584,1,Train
I'm afraid I have to disagree strongly with your proposal.,negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.6438096,2.1118839,0.27270794,1,Train
I don't think it's necessary to take such drastic measures at this point.,negative,"I am afraid, cannot agree.","Generate 5 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 22:17,1,-2.2587314,1.4956104,0.66095954,1,Train
Your creativity is truly impressive.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.7092626,-1.7775232,-0.9245427,1,Train
I'm disappointed with the outcome.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.451084,2.1861808,-0.035520464,1,Validate
I don't agree with your opinion.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.3545063,1.346522,0.7999231,1,Train
"Sorry, but that's just not true.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.5690465,2.2616062,0.018188493,1,Train
That's incredible!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.6031342,-1.6452487,-0.885548,1,Train
"Unfortunately, I cannot subscribe to your negative stance.",negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.5732374,2.1542819,0.17114556,1,Test
I have a good feeling about this venture.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.9439845,-2.5103958,-0.7472276,1,Train
Your entire being is enveloped in negative emotions and weariness.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.4293623,1.9992824,0.05196791,1,Train
I'm impressed with your skills!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.2456973,-2.3341265,-0.96740496,1,Train
Your argument lacks substance and is completely unfounded.,negative,your opinion is baseless.,Generate 5 short sentences similar to your opinion is baseless. with negative sentiment.,1,,1,-2.3243842,2.0526216,-0.25607526,1,Train
I can see a lot of potential here.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,3.143971,-2.6016455,-0.7004668,1,Train
What you're saying is completely devoid of any rational thought.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.419323,2.14952,-0.2125993,1,Train
Your honesty and integrity are admirable traits.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,2.261621,-1.9242971,-0.60382205,1,Train
Your good intentions are appreciated.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,2.487129,-1.9973742,-0.5523538,1,Train
I'm frustrated by your lack of communication.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.4739468,2.2879145,-0.006510036,1,Train
"Your time and attention are greatly appreciated, thank you.",positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:48,0,3.1307774,-2.0929983,-1.0445477,1,Validate
I can't get on board with your line of thinking.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.59218,1.9618441,0.22440857,1,Test
I am confident that we will be able to get this done.,positive,Hopefully it will work.,Generate 5 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:01,0,2.514745,-2.5415237,-0.33456698,1,Train
